task,language,model,side,rank,token,log_or,count_m,count_f,is_term
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,33,mixed,0.6867534287590263,5,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,34,secondary,0.6867534287590263,11,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,35,differential,0.6126454566053046,12,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,36,quiet,0.5532220361345038,6,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,37,countless,0.5532220361345038,6,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,38,own,0.5532220361345038,27,15,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,39,numerical,0.5532220361345038,13,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,40,modern,0.5401499545671511,18,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,41,capable,0.5326027489317681,11,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,42,real,0.5044318719650719,14,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,43,preliminary,0.5044318719650718,9,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,44,intensive,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,45,respected,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,46,experienced,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,47,receptive,0.5044318719650718,9,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,48,responsible,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,49,key,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,50,humble,0.5044318719650718,9,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,51,single,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,52,present,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,53,current,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,54,fortunate,0.5044318719650718,4,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,55,ample,0.47911406398078205,12,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,56,public,0.46360987744481663,7,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,57,first,0.46360987744481663,7,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,58,core,0.46360987744481663,7,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,59,structured,0.46360987744481663,7,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,60,distinctive,0.42892431945692666,16,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,61,thoughtful,0.3990713563072456,20,13,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,62,numerous,0.39907135630724544,8,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,63,uncommon,0.39907135630724544,5,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,64,close,0.39907135630724544,8,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,65,polished,0.39907135630724544,8,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,66,complete,0.39907135630724544,5,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,67,applied,0.3502811921378135,9,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,68,primary,0.33844673449081075,23,16,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,69,consistent,0.3300784848202941,6,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,70,productive,0.3300784848202941,6,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,71,solid,0.3300784848202941,13,9,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,72,fundamental,0.30376117650292067,14,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,73,comprehensive,0.30376117650292067,14,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,74,textual,0.298987897750263,18,13,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,75,difficult,0.29209923675507776,30,22,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,76,excellent,0.29209923675507776,61,45,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,77,efficient,0.281288320650862,7,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,78,effective,0.281288320650862,3,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,79,same,0.281288320650862,3,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,80,traditional,0.281288320650862,7,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,81,rare,0.281288320650862,11,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,82,assertive,0.281288320650862,3,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,83,relative,0.281288320650862,3,2,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,84,senior,0.26985962482723935,28,21,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,85,more,0.2655399636827231,20,15,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,86,coherent,0.2449206764799871,8,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,87,particular,0.2320172716440793,32,25,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,88,methodological,0.2299950262633115,18,14,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,89,great,0.22622854346783464,52,41,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,90,constructive,0.2167497995132909,9,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,91,continued,0.2167497995132909,4,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,92,elegant,0.2167497995132909,9,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,93,digital,0.2167497995132909,9,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,94,satisfactory,0.2167497995132909,4,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,95,independent,0.2167497995132909,34,27,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,96,scholarly,0.20982935666871697,35,28,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,97,classical,0.1942769436612323,43,35,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,98,extensive,0.1942769436612323,10,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,99,careful,0.18776226264003856,16,13,False
downstream,en,Claude Opus 4.5 (n1n.ai),male_top,100,strong,0.1801922037794933,93,77,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,1,female,-2.203618329137138,0,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,2,perfectionist,-2.203618329137138,1,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,3,afraid,-1.9523039008562324,0,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,4,invaluable,-1.711141844039344,1,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,5,minimal,-1.3926881129208095,1,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,6,supportive,-1.3926881129208095,1,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,7,less,-1.259156720296287,1,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,8,approachable,-1.1050060404690287,2,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,9,cultural,-1.0179946634793988,3,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,10,conventional,-0.9226844836750739,1,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,11,major,-0.9226844836750739,1,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,12,compelling,-0.9226844836750739,1,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,13,good,-0.8536916121881225,2,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,14,significant,-0.8173239680172477,11,26,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,15,human,-0.6995409323608642,2,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,16,innovative,-0.6995409323608641,4,9,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,17,new,-0.6995409323608641,7,15,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,18,positive,-0.6085691541551375,22,41,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,19,natural,-0.6011008595476118,15,28,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,20,minor,-0.5660095397363417,7,13,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,21,successful,-0.5660095397363417,3,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,22,ethical,-0.5564400887201909,14,25,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,23,potential,-0.5172193755669096,2,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,24,proper,-0.5172193755669096,2,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,25,outstanding,-0.50283063811481,27,45,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,26,unusual,-0.498870236898713,10,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,27,statistical,-0.498870236898713,10,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,28,aware,-0.4763973810466544,4,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,29,high,-0.46720895499224824,40,64,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,30,rigorous,-0.4631521542966338,18,29,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,31,exceptional,-0.45986807909544375,60,95,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,32,excessive,-0.4583788755439761,6,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,33,urban,-0.4417118230587643,10,16,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,34,novel,-0.41185885990908333,5,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,35,distinct,-0.41185885990908333,7,11,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,36,ideal,-0.41185885990908333,5,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,37,eager,-0.41185885990908333,5,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,38,meticulous,-0.36306869573965117,6,9,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,39,standard,-0.34286598842213184,4,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,40,nuanced,-0.34286598842213184,4,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,41,pure,-0.3248474829194535,7,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,42,original,-0.32005131065596043,18,25,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,43,computational,-0.3117754013521007,13,18,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,44,remarkable,-0.31060512620391045,44,60,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,45,top,-0.3026595679440912,28,38,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,46,ethnographic,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,47,inaccessible,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,48,ongoing,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,49,various,-0.29407582425269985,5,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,50,enthusiastic,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,51,discouraged,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,52,generous,-0.29407582425269985,5,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,53,demanding,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,54,specialized,-0.29407582425269985,5,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,55,verbal,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,56,elective,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,57,resilient,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,58,interesting,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,59,regional,-0.29407582425269985,2,3,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,60,open,-0.29407582425269985,11,15,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,61,technical,-0.2659049472860035,26,34,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,62,certain,-0.25770818008182494,13,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,63,necessary,-0.24000860298242402,56,71,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,64,english,-0.22953730311512865,3,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,65,entire,-0.22953730311512865,3,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,66,comparative,-0.22953730311512865,3,4,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,67,experimental,-0.20706444726307002,8,10,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,68,accessible,-0.18871530859487357,4,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,69,substantial,-0.18871530859487357,4,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,70,specific,-0.18871530859487357,4,5,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,71,challenging,-0.18871530859487343,14,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,72,additional,-0.17824400872757817,47,56,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,73,diverse,-0.17824400872757803,15,18,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,74,sophisticated,-0.17629278859631636,26,31,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,75,large,-0.16054443162817722,17,20,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,76,interpretive,-0.16054443162817722,5,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,77,insightful,-0.16054443162817722,5,6,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,78,confident,-0.15234766442399866,69,80,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,79,complex,-0.14836401307130614,58,67,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,80,impressive,-0.14747235006082424,32,37,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,81,chinese,-0.14359487331440385,33,38,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,82,alternative,-0.1399251444254415,6,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,83,emotional,-0.1399251444254415,6,7,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,84,academic,-0.13772975386200575,170,194,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,85,balanced,-0.13314545744006265,36,41,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,86,historical,-0.1241767874573023,7,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,87,professional,-0.1241767874573023,7,8,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,88,valuable,-0.1241767874573023,15,17,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,89,personal,-0.11761938691114311,67,75,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,90,small,-0.11175426745874516,8,9,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,91,interdisciplinary,-0.09340512879054857,10,11,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,92,undergraduate,-0.09095113982898191,101,110,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,93,different,-0.06046097307119455,17,18,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,94,practical,-0.05291376743581157,20,21,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,95,junior,-0.05291376743581157,20,21,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,96,other,-0.049878863740657815,89,93,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,97,deep,-0.035381288674171105,33,34,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,98,collaborative,-0.033061998883080014,36,37,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,99,past,-0.028866607652977515,43,44,False
downstream,en,Claude Opus 4.5 (n1n.ai),female_top,100,theoretical,-0.02441225730359718,54,55,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,1,reputable,1.9461323465898348,6,0,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,2,efficient,1.5042995943107957,8,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,3,willing,1.1633730073402027,15,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,4,english,1.0988344862026311,5,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,5,related,1.0988344862026311,5,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,6,potential,1.0988344862026311,5,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,7,close,1.0988344862026311,5,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,8,structured,1.0988344862026311,5,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,9,foundational,1.0988344862026311,8,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,10,small,0.9810514505462479,7,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,11,further,0.9557336425619579,12,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,12,real,0.9557336425619579,12,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,13,continuous,0.9165129294086767,4,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,14,outspoken,0.9165129294086767,4,1,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,15,systematic,0.8475200579217251,6,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,16,individual,0.8475200579217251,6,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,17,new,0.7734120857680032,12,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,18,senior,0.7421595422638991,20,9,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,19,superficial,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,20,historical,0.6933693780944667,11,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,21,alternative,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,22,cautious,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,23,unwavering,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,24,mere,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,25,more,0.6933693780944667,23,11,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,26,political,0.6933693780944667,11,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,27,eager,0.6933693780944667,5,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,28,broad,0.6288308569568958,29,15,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,29,humble,0.6288308569568958,14,7,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,30,empirical,0.6063580011048371,10,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,31,respectful,0.6063580011048371,10,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,32,core,0.5880088624366407,8,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,33,essential,0.5598379854699442,13,7,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,34,adequate,0.5598379854699442,6,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,35,prepared,0.5598379854699442,6,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,36,iterative,0.5110478213005123,4,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,37,ideal,0.5110478213005123,14,8,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,38,scientific,0.5110478213005123,4,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,39,accomplished,0.47022582678025726,7,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,40,typical,0.47022582678025726,7,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,41,public,0.47022582678025726,7,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,42,ethical,0.47022582678025726,7,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,43,nuanced,0.47022582678025726,7,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,44,capable,0.4522073212775788,10,6,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,45,solid,0.43554026879236707,16,10,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,46,thorough,0.43554026879236707,16,10,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,47,cultural,0.4056873056426859,8,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,48,meticulous,0.4056873056426859,5,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,49,continued,0.4056873056426859,5,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,50,productive,0.4056873056426859,5,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,51,conscientious,0.4056873056426859,5,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,52,numerical,0.3679469776598388,12,8,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,53,innovative,0.33669443415573447,6,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,54,coherent,0.33669443415573447,6,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,55,relative,0.33669443415573447,6,4,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,56,excellent,0.33371380601759665,66,47,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,57,large,0.3138797563895631,25,18,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,58,international,0.2879042699863026,3,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,59,uncommon,0.2879042699863026,3,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,60,rounded,0.2879042699863026,3,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,61,single,0.2879042699863026,3,2,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,62,upper,0.2879042699863026,7,5,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,63,valuable,0.2879042699863024,11,8,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,64,relevant,0.2515366258154277,17,13,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,65,open,0.24138425435140956,13,10,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,66,excessive,0.22336574884873137,14,11,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,67,commendable,0.22336574884873137,4,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,68,thoughtful,0.22336574884873137,9,7,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,69,diverse,0.22336574884873137,14,11,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,70,pragmatic,0.22336574884873137,4,3,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,71,evident,0.22336574884873137,14,11,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,72,emotional,0.22336574884873137,9,7,False
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),male_top,73,superior,0.20786156231276612,15,12,False
