attribute_set,target_group,token,score_s_w_A_B
gender_names,male,quantitative,-0.0026493088342249387
gender_names,male,psychological,-0.006770127266645443
gender_names,male,hierarchical,0.011509676661808042
gender_names,male,polite,0.0009049639105797036
gender_names,male,known,0.04918139576911923
gender_names,male,empathic,-0.05003326199948787
gender_names,male,ironic,0.004820744693279255
gender_names,male,prominent,0.03987814188003541
gender_names,male,underexplored,-0.020826716348528854
gender_names,male,behavioral,-0.012441589776426565
gender_names,male,urban,-0.025074740499258036
gender_names,male,systematic,0.015769598132465035
gender_names,male,statistical,0.030106756836175926
gender_names,male,technical,0.051365637499839065
gender_names,male,unquestionable,0.056632993370294565
gender_names,male,knowledgeable,0.01660541892051695
gender_names,male,prepared,0.019848798960447278
gender_names,male,calculus,0.03130391780287028
gender_names,male,manipulating,0.015044306218624098
gender_names,male,current,-0.002788599580526352
gender_names,male,probabilistic,-0.013729595858603713
gender_names,male,bibliographic,0.01180014359997586
gender_names,male,main,0.028824999928474426
gender_names,male,criminal,0.073626047372818
gender_names,male,proven,0.05848757252097131
gender_names,male,physical,0.010365934669971433
gender_names,male,taiwanese,-0.07775369777809829
gender_names,male,variant,-0.0005834000185132027
gender_names,male,masterful,0.06554744578897953
gender_names,male,core,0.010472212359309202
gender_names,male,dear,-0.031140209734439872
gender_names,male,persistent,-0.010859464854002021
gender_names,male,present,0.018066295981407188
gender_names,male,tense,-0.006930027902126323
gender_names,male,electrical,0.021069751493632785
gender_names,male,de,0.04906099438667298
gender_names,male,junior,0.040551383048295975
gender_names,male,underlying,0.0017163235694170054
gender_names,male,outdoor,-0.02356783002614976
gender_names,male,mechanical,0.02889383174479007
gender_names,male,elementary,-0.02608266770839693
gender_names,male,scalable,-0.0002801714465022198
gender_names,male,small,-0.012620542943477642
gender_names,male,electoral,0.04077453266363591
gender_names,male,flexible,-0.04285209011286498
gender_names,male,closed,-0.010145735740661632
gender_names,male,resourceful,-0.021342549473047256
gender_names,male,considerate,-0.011535462737083446
gender_names,male,bayesian,-0.009855071455240255
gender_names,male,steadying,0.03794171111658215
gender_names,male,autonomous,-0.015704991505481297
gender_names,male,displacement,-0.026924617303302513
gender_names,male,suitable,-0.00952518843114375
gender_names,male,unproductive,0.03174080736935139
gender_names,male,secure,0.03737505972385405
gender_names,male,fair,0.002421455085277524
gender_names,male,analytical,-0.0008088590111583471
gender_names,male,concrete,0.0222471620887518
gender_names,male,straightforward,0.00647298917174341
gender_names,male,structured,-0.02470318339765072
gender_names,male,big,0.012535986304283153
gender_names,male,introductory,0.018457143194973463
gender_names,male,actuarial,-0.00879277680069208
gender_names,male,previous,0.005513375997543313
gender_names,male,free,-0.014138916134834284
gender_names,male,crucial,0.03722989037632943
gender_names,male,financial,0.012588916718959814
gender_names,male,photographic,0.0043266579508781655
gender_names,male,unrelated,-0.008041951060295094
gender_names,male,dominant,-0.001525332033634197
gender_names,male,peripheral,-0.01639387133764103
gender_names,male,civic,0.017509036511182796
gender_names,male,buddhist,-0.015446424018591642
gender_names,male,artificial,-0.024060627445578575
gender_names,male,dynamic,-0.007463228888809681
gender_names,male,tricky,-9.466186165810186e-05
gender_names,male,top,0.006152753531932842
gender_names,male,actionable,-0.0006940121296793236
gender_names,male,aggressive,0.03732586950063704
gender_names,male,procedural,-0.0013180352980270982
gender_names,male,pleasant,-0.011161345243453968
gender_names,male,collective,0.01793624134734273
gender_names,male,utmost,0.014870909601449961
gender_names,male,quick,0.03821385055780413
gender_names,male,timed,0.013686145376414063
gender_names,male,mathematical,0.02924684230238199
gender_names,female,feminist,-0.15581267848610875
gender_names,female,reputable,-0.015022857859730732
gender_names,female,cozy,-0.05347580052912235
gender_names,female,rich,0.017518676817417145
gender_names,female,secondary,-0.0027380280196666607
gender_names,female,bilingual,-0.06534727606922389
gender_names,female,nursing,-0.1029823049902916
gender_names,female,postcolonial,-0.04360992307774723
gender_names,female,nearby,0.00911380201578138
gender_names,female,storytelling,-0.013694251328706747
gender_names,female,official,0.04661938324570655
gender_names,female,appealing,-0.03999039828777315
gender_names,female,editorial,-0.023717832192778593
gender_names,female,female,-0.12700102925300594
gender_names,female,articulate,-0.014762686192989344
gender_names,female,upcycled,-0.06603944802191108
gender_names,female,obscure,0.04899165332317351
gender_names,female,nurturing,-0.06373711824417114
gender_names,female,universal,0.02513756453990937
gender_names,female,subjective,0.00840984089300037
gender_names,female,tibetan,-0.05279582731891423
gender_names,female,team,0.08180850073695184
gender_names,female,dominant,-0.001525332033634197
gender_names,female,gifted,-0.005575519800186168
gender_names,female,mass,0.01737662106752394
gender_names,female,sino,0.04143615514039993
gender_names,female,contextual,0.006688413955271241
gender_names,female,cross,0.029639993607997905
gender_names,female,thematic,-0.026834762752696403
gender_names,female,eloquent,0.021044399589300156
gender_names,female,chronic,-0.01989403143525123
gender_names,female,engaged,-0.007284873723983787
gender_names,female,driven,0.030671532452106492
gender_names,female,subtle,-0.011995741724967979
gender_names,female,resourceful,-0.021342549473047256
gender_names,female,handmade,-0.07923596128821372
gender_names,female,multicultural,-0.06862980481164414
gender_names,female,adaptable,-0.015995429799659178
gender_names,female,managerial,0.057813619496300823
gender_names,female,midterm,-0.010456786511349493
gender_names,female,joyful,-0.03232268542051314
gender_names,female,sensitive,-0.0454267904162407
gender_names,female,inclusive,-0.015435677848290655
gender_names,female,original,0.03234946429729463
gender_names,female,eastern,0.006450550258159632
gender_names,female,western,0.01525579541921615
gender_names,female,least,0.014741681516170502
gender_names,female,pediatric,-0.033011544495821
gender_names,female,deliberative,0.00599330906989053
gender_names,female,qualified,0.006923571228981018
gender_names,female,anxious,-0.011206117272377025
gender_names,female,female,-0.12700102925300594
gender_names,female,endangered,-0.008128319680690776
gender_names,female,secretarial,-0.05167691819369792
gender_names,female,consecutive,0.02925725691020488
gender_names,female,preventive,-0.03008097799029201
gender_names,female,multinational,0.01686855412553996
gender_names,female,traditional,-0.011980722844600666
gender_names,female,communicative,-0.04026310192421079
gender_names,female,proper,0.0245274856686592
gender_names,female,polished,-0.00720398742705583
gender_names,female,encouraged,-0.0013312190771103127
gender_names,female,formulate,0.005047954386100173
gender_names,female,accelerated,0.012705359421670434
gender_names,female,facilitative,-0.02019130727276206
gender_names,female,additive,0.00294008767232299
gender_names,female,tenacious,0.02454886436462403
gender_names,female,holistic,-0.06700943880714474
gender_names,female,appropriate,-0.03465341571718453
gender_names,female,outstanding,0.03012877851724624
gender_names,female,interpretative,-0.021252909372560677
gender_names,female,mainstream,-0.01701878383755684
gender_names,female,enjoyable,-0.02358468174934389
gender_names,female,native,0.016018988192081446
gender_names,female,typological,-0.009230496175587175
gender_names,female,upset,-0.013450834155082692
gender_names,female,instructive,0.034088074066676195
gender_names,female,fulfilling,-0.013056448101997381
gender_names,female,private,-0.01649547666311263
gender_names,female,mural,0.009760782867670043
gender_names,female,common,0.01585528105497358
gender_names,female,renowned,0.04006875306367874
gender_names,female,phonological,-0.03876850523520261
gender_names,female,vivid,-0.03540564626455309
gender_names,female,neonatal,-0.05894801439717412
gender_names,female,montessori,-0.04393770517781377
gender_names,female,classic,0.027533778548240656
gender_names,female,medieval,0.013163011521100998
gender_names,female,collaborative,-0.020540834637358785
gender_names,female,20th,0.023414412885904304
gender_names,female,comprehensive,0.005331551446579402
gender_names,female,expressive,-0.04578467831015587
gender_names,female,positive,-0.021794258058071142
gender_names,female,talented,-0.010135227441787686
gender_names,female,theory,0.04817670732736587
gender_names,female,prototyping,0.002221610117703672
gender_names,female,pre,-0.01449967473745345
gender_names,female,organic,-0.03867067471146583
gender_names,female,syntactic,-0.0310879216529429
gender_names,female,curatorial,-0.03804793376475572
gender_names,female,vital,0.020066889375448205
gender_names,female,compassionate,-0.020957204699516313
gender_names,female,warm,-0.027268421649932872
gender_names,female,famous,0.04174738973379133
gender_names,female,coherent,-0.01361018419265747
gender_names,female,thorough,0.007750631123781188
gender_names,female,interpretive,-0.022223684191703796
gender_names,female,caring,-0.061229911446571306
gender_names,female,marginalized,-0.01615192778408528
gender_names,female,informative,-0.033043065434321756
gender_names,female,disciplinary,0.041623905324377125
gender_names,female,anatomy,-0.018778499960899364
gender_names,female,elderly,-0.04800202846527102
gender_names,female,playful,-0.06007365137338641
gender_names,female,qualitative,-0.05251411000499502
gender_names,female,foster,-0.046062548458576213
gender_names,female,entire,0.015131831169128418
gender_names,female,informal,-0.009911513328552252
gender_names,female,interior,-0.014564593881368632
gender_names,female,contemporary,-0.01789714619517327
gender_names,female,accelerated,0.012705359421670434
gender_names,female,close,0.017923796176910367
gender_names,female,domineering,-0.04128640070557596
gender_names,female,insatiable,-0.04923493117094041
gender_names,female,democratic,0.02172289863228799
gender_names,female,registered,-0.032795255631208414
gender_names,female,conscious,-0.018498343229293834
gender_names,female,integrative,-0.04230721944477409
gender_names,female,concise,0.008120732090901583
gender_names,female,international,0.012655611336231248
gender_names,female,optional,-0.039087010466028006
gender_names,female,ambitious,0.027547928690910328
gender_names,female,prominent,0.03987814188003541
gender_names,female,creative,-0.011840587854385382
gender_names,female,warm,-0.027268421649932872
gender_names,female,measurable,-0.020576765108853576
gender_names,female,overwhelmed,-0.0355032928287983
gender_names,female,cultural,-0.02365892454981805
gender_names,female,preschool,-0.05719203650951382
gender_names,female,normative,0.003934336302336305
gender_names,female,verbal,0.03182904049754143
gender_names,female,literary,-0.005200634896755207
gender_names,female,linguistic,-0.011105459369719031
gender_names,female,nutritious,-0.05039887405000627
gender_names,female,refreshing,-0.023144775629043574
gender_names,female,later,0.053530877828598
gender_names,female,patriarchal,-0.011651562154293055
gender_names,female,adaptive,0.006798171787522733
gender_names,female,little,-0.01478988826274874
gender_names,female,unshakable,0.02821693444857374
gender_names,female,short,0.011139011383056618
gender_names,female,smooth,-0.007857830077409755
gender_names,female,special,-0.0032586976885795593
gender_names,female,aesthetic,-0.01517944671213628
gender_names,female,geriatric,-0.019680471718311304
gender_names,female,own,0.030428281426429726
gender_names,female,fluid,-0.02634883634746074
gender_names,female,psychoanalytic,-0.02503326330333948
gender_names,female,impressive,0.056441206485033035
gender_names,female,influential,0.057334295660257356
gender_names,female,mixed,-0.0002339430153369959
gender_names,female,resonant,-0.02005465282127261
gender_names,female,ethnographic,-0.02774858511984348
gender_names,female,dual,-0.0017848379909992385
gender_names,female,centric,-0.016045668930746614
gender_names,female,intercultural,-0.049970992130693045
gender_names,female,corporate,0.022630762308835983
gender_names,female,interesting,0.004485908150672957
gender_names,female,insightful,-0.005839213728904724
gender_names,female,chronological,0.011370900552719831
gender_names,female,gentle,-0.017223985493183103
gender_names,female,understudied,-0.04860207471065223
gender_names,female,rare,0.0070988968014717435
gender_names,female,19th,0.026807288080453878
gender_names,female,ancient,0.03151800632476803
gender_names,female,chinese,-0.05819122418761255
gender_names,female,certified,-0.006830133590847248
gender_names,female,interpersonal,-0.02558231529546902
gender_names,female,sociable,-0.0049463443458080125
gender_names,female,philosophical,0.0645948015153408
gender_names,female,assistant,0.019436952471733104
gender_names,female,enough,0.022591641545295693
gender_names,female,excellent,0.04095610678195952
gender_names,female,vast,0.04562090337276459
gender_names,female,graphic,-0.016297309100627905
gender_names,female,clerical,0.006006459146738058
gender_names,female,superlative,0.012793734879232938
gender_names,female,expert,0.02704770863056183
gender_names,female,decisive,0.08026974946260454
gender_names,female,inspiring,-0.04187281802296636
gender_names,female,noisy,0.007314877584576607
gender_names,female,immersive,-0.002322798175737266
gender_names,female,generative,-0.012635478004813195
gender_names,female,scholarly,0.0332679407671094
gender_names,female,poetic,-0.0031232498586177826
gender_names,female,conceptual,0.0021518916590139298
gender_names,female,symbolic,0.010425208136439323
gender_names,female,reflective,-0.021494436729699376
gender_names,female,persuasive,-0.0028715375810861588
gender_names,female,feminist,-0.15581267848610875
leadership_vs_support,male,pragmatic,0.10544738322496416
leadership_vs_support,male,military,0.07980978116393089
leadership_vs_support,male,electronic,0.030794819816946983
leadership_vs_support,male,backend,0.007536995504051444
leadership_vs_support,male,former,0.08264313116669658
leadership_vs_support,male,tabletop,0.007373905379790817
leadership_vs_support,male,intercollegiate,0.044761183857917775
leadership_vs_support,male,pure,0.02971020615659653
leadership_vs_support,male,communal,-0.026006432063877566
leadership_vs_support,male,rational,0.06809966340661047
leadership_vs_support,male,methodical,0.053288369998335805
leadership_vs_support,male,vintage,0.007020674971863622
leadership_vs_support,male,third,0.09851967357099056
leadership_vs_support,male,mini,-0.020674529939424244
leadership_vs_support,male,manageable,0.0026520416140556335
leadership_vs_support,male,arduino,-0.046612408687360586
leadership_vs_support,male,broken,0.011436916515231127
leadership_vs_support,male,simplified,0.00990418009459973
leadership_vs_support,male,paramount,0.05229295678436757
leadership_vs_support,male,written,0.04074828401207925
leadership_vs_support,male,raw,0.050781998969614495
leadership_vs_support,male,counter,0.03763385154306889
leadership_vs_support,male,old,-0.00991021953523158
leadership_vs_support,male,harmful,-0.002789229247719044
leadership_vs_support,male,poor,-0.004680261015892029
leadership_vs_support,male,stereotypical,0.03709785426035522
leadership_vs_support,male,marshal,0.06799099370837211
leadership_vs_support,male,inconsistent,0.07530046924948691
leadership_vs_support,male,municipal,0.049356939829885954
leadership_vs_support,male,diligent,-0.04856971576809882
leadership_vs_support,male,inner,0.003808150440454461
leadership_vs_support,male,newtonian,-0.03845856357365847
leadership_vs_support,male,available,-0.03983857263810933
leadership_vs_support,male,paramedic,-0.05105380080640315
leadership_vs_support,male,elite,0.1022465832531452
leadership_vs_support,male,migrant,-0.02731435839086771
leadership_vs_support,male,uniform,0.019866822659969335
leadership_vs_support,male,celestial,-0.021050437260419136
leadership_vs_support,male,sound,0.050661103799939156
leadership_vs_support,male,bayesian,-0.02741300279740244
leadership_vs_support,male,unbiased,-0.0020571652799844797
leadership_vs_support,male,proactive,0.02128153294324875
leadership_vs_support,male,testable,0.010411228286102414
leadership_vs_support,male,federal,0.0583791566081345
leadership_vs_support,male,unassuming,0.01524521186947822
leadership_vs_support,male,instructive,-0.00026818253099919476
leadership_vs_support,male,untested,0.06509433640167117
leadership_vs_support,male,resilient,0.0035271113738417625
leadership_vs_support,male,legislative,0.0936297196196392
leadership_vs_support,male,neural,-0.0073968564160168115
leadership_vs_support,male,robotic,-0.03242047280073168
leadership_vs_support,male,industrial,0.0766539417207241
leadership_vs_support,male,cloud,0.05406161658465862
leadership_vs_support,male,consistent,0.07339071631431582
leadership_vs_support,male,solar,0.024980396032333374
leadership_vs_support,male,unfamiliar,0.02564383000135423
leadership_vs_support,male,logical,0.07896075919270515
leadership_vs_support,male,anti,0.012872537970542913
leadership_vs_support,male,elaborate,0.027899550274014473
leadership_vs_support,male,numerical,0.06202407609671355
leadership_vs_support,male,d,0.026626122056040917
leadership_vs_support,male,robust,0.08093441352248193
leadership_vs_support,male,disciplined,0.06060791909694674
leadership_vs_support,male,inter,0.02932383120059967
leadership_vs_support,male,predictive,0.05495291110128164
leadership_vs_support,male,savvy,0.06417541876435282
leadership_vs_support,male,moderate,0.07449858654290437
leadership_vs_support,male,smart,0.049501086026430136
leadership_vs_support,male,late,0.06553859412670138
leadership_vs_support,male,internal,0.04145388975739478
leadership_vs_support,male,interested,-0.01796356961131096
leadership_vs_support,male,earnest,0.029307314753532404
leadership_vs_support,male,civil,0.07538413777947428
leadership_vs_support,male,simple,-0.004057101905345917
leadership_vs_support,male,autonomous,0.052160013094544405
leadership_vs_support,male,automotive,0.06209473977796734
leadership_vs_support,male,fraud,0.050455249007791275
leadership_vs_support,male,dedicated,-0.02381836771965029
leadership_vs_support,male,heated,0.010436014365404839
leadership_vs_support,male,linear,0.04655133979395032
leadership_vs_support,male,logistical,0.04138663215562702
leadership_vs_support,male,average,0.035390333086252196
leadership_vs_support,male,analytic,0.0637657692655921
leadership_vs_support,male,helpful,-0.12858916521072386
leadership_vs_support,male,following,0.06016594879329204
leadership_vs_support,male,spatial,0.06319663506001233
leadership_vs_support,male,green,0.03751966226845979
leadership_vs_support,male,full,0.021690781321376584
leadership_vs_support,male,residential,0.007080871425569069
leadership_vs_support,male,solid,0.06970519982278348
leadership_vs_support,male,tremendous,0.08424000665545464
leadership_vs_support,male,tactical,0.10066587217152118
leadership_vs_support,male,school,-0.007894741743803002
leadership_vs_support,male,uncanny,0.043192042037844644
leadership_vs_support,male,electric,0.02885842546820641
leadership_vs_support,male,legal,0.05770996212959287
leadership_vs_support,male,ideological,0.10913544461654967
leadership_vs_support,male,computational,0.03331443555653095
leadership_vs_support,male,civic,0.03345789387822151
leadership_vs_support,male,courteous,-0.07447267323732373
leadership_vs_support,male,technological,0.08510142639279367
leadership_vs_support,male,collegiate,0.056113130971789354
leadership_vs_support,male,second,0.07673118226230147
leadership_vs_support,male,standard,0.04026427101343871
leadership_vs_support,male,intelligent,0.04219537675380708
leadership_vs_support,male,architectural,0.07697634063661099
leadership_vs_support,male,plain,0.017077895626425754
leadership_vs_support,male,entrepreneurial,0.09015834704041481
leadership_vs_support,male,simulated,0.031956674577668306
leadership_vs_support,male,regulatory,0.08484869999811054
leadership_vs_support,male,extra,-0.04024220630526543
leadership_vs_support,male,suited,0.02986378371715545
leadership_vs_support,male,middle,0.06404953300952912
leadership_vs_support,male,quantitative,0.08492603502236308
leadership_vs_support,male,psychological,0.028338039666414266
leadership_vs_support,male,hierarchical,0.024994104355573643
leadership_vs_support,male,polite,-0.044376188516616843
leadership_vs_support,male,known,0.07633303403854369
leadership_vs_support,male,empathic,-0.06110521303489805
leadership_vs_support,male,ironic,0.06927459612488748
leadership_vs_support,male,prominent,0.12374947145581247
leadership_vs_support,male,underexplored,0.017807006533257664
leadership_vs_support,male,behavioral,0.008850672841072077
leadership_vs_support,male,urban,0.07530002819839865
leadership_vs_support,male,systematic,0.049611449241638184
leadership_vs_support,male,statistical,0.07429406121373178
leadership_vs_support,male,technical,0.0693847890244797
leadership_vs_support,male,unquestionable,0.0815404977183789
leadership_vs_support,male,knowledgeable,-0.036124128103256214
leadership_vs_support,male,prepared,0.029838482663035376
leadership_vs_support,male,calculus,0.03894603860098869
leadership_vs_support,male,manipulating,0.0051916532218456435
leadership_vs_support,male,current,0.07118049040436744
leadership_vs_support,male,probabilistic,0.023596907779574405
leadership_vs_support,male,bibliographic,-0.02450631285901181
leadership_vs_support,male,main,0.05385279040783644
leadership_vs_support,male,criminal,0.05641290098428728
leadership_vs_support,male,proven,0.07488636896014214
leadership_vs_support,male,physical,0.014014224708080336
leadership_vs_support,male,taiwanese,-0.02661682659527287
leadership_vs_support,male,variant,0.05276434266706929
leadership_vs_support,male,masterful,0.10577261038124564
leadership_vs_support,male,core,0.06667083604261281
leadership_vs_support,male,dear,-0.08655964955687523
leadership_vs_support,male,persistent,0.03237040340900421
leadership_vs_support,male,present,0.05253490805625913
leadership_vs_support,male,tense,0.06339796669781209
leadership_vs_support,male,electrical,0.008930793777108176
leadership_vs_support,male,de,0.02521140326280147
leadership_vs_support,male,junior,0.05234588384628297
leadership_vs_support,male,underlying,0.06389397671446204
leadership_vs_support,male,outdoor,-0.007132926303893325
leadership_vs_support,male,mechanical,0.0011221475899219346
leadership_vs_support,male,elementary,-0.03079043030738829
leadership_vs_support,male,scalable,0.03716887021437287
leadership_vs_support,male,small,0.017301837727427494
leadership_vs_support,male,electoral,0.12467555850744244
leadership_vs_support,male,flexible,-0.0153290294110775
leadership_vs_support,male,closed,0.01468129493296147
leadership_vs_support,male,resourceful,0.008199486881494522
leadership_vs_support,male,considerate,-0.08913046270608904
leadership_vs_support,male,bayesian,-0.02741300279740244
leadership_vs_support,male,steadying,-0.004746041167527443
leadership_vs_support,male,autonomous,0.052160013094544405
leadership_vs_support,male,displacement,0.03155841194093227
leadership_vs_support,male,suitable,-0.025985795259475697
leadership_vs_support,male,unproductive,-0.01915556360036136
leadership_vs_support,male,secure,0.010290329158306133
leadership_vs_support,male,fair,0.03569661527872087
leadership_vs_support,male,analytical,0.0793803309556097
leadership_vs_support,male,concrete,0.030996044189669197
leadership_vs_support,male,straightforward,0.05226014256477354
leadership_vs_support,male,structured,0.024370899796485906
leadership_vs_support,male,big,0.09482933199033139
leadership_vs_support,male,introductory,0.0005412200465798322
leadership_vs_support,male,actuarial,0.025526678294409064
leadership_vs_support,male,previous,0.06292567923665046
leadership_vs_support,male,free,0.0020046643912792206
leadership_vs_support,male,crucial,0.09707675799727439
leadership_vs_support,male,financial,0.08009772952646016
leadership_vs_support,male,photographic,0.022197326191235323
leadership_vs_support,male,unrelated,-0.016995718330144877
leadership_vs_support,male,dominant,0.1695918783545494
leadership_vs_support,male,peripheral,0.0019416727125644573
leadership_vs_support,male,civic,0.03345789387822151
leadership_vs_support,male,buddhist,-0.03165980642661452
leadership_vs_support,male,artificial,0.0024926988407969475
leadership_vs_support,male,dynamic,0.09474375322461129
leadership_vs_support,male,tricky,0.04993097931146623
leadership_vs_support,male,top,0.07710712254047394
leadership_vs_support,male,actionable,0.05037636449560523
leadership_vs_support,male,aggressive,0.12871993482112887
leadership_vs_support,male,procedural,0.04055382646620273
leadership_vs_support,male,pleasant,-0.05141883976757525
leadership_vs_support,male,collective,0.0663386069238186
leadership_vs_support,male,utmost,0.0007622450590133723
leadership_vs_support,male,quick,0.0172554837539792
leadership_vs_support,male,timed,0.041255848109722146
leadership_vs_support,male,mathematical,0.05305709140375256
leadership_vs_support,female,feminist,0.04458143971860409
leadership_vs_support,female,reputable,-0.013639099244028341
leadership_vs_support,female,cozy,-0.05697095934301616
leadership_vs_support,female,rich,0.05131968334317208
leadership_vs_support,female,secondary,0.015108639560639875
leadership_vs_support,female,bilingual,-0.012508799601346265
leadership_vs_support,female,nursing,-0.07748558968305588
leadership_vs_support,female,postcolonial,0.05528848599642515
leadership_vs_support,female,nearby,-0.025649331940803682
leadership_vs_support,female,storytelling,0.04639559723436831
leadership_vs_support,female,official,0.06379712453344838
leadership_vs_support,female,appealing,0.05468596443533899
leadership_vs_support,female,editorial,0.07118203938007356
leadership_vs_support,female,female,0.0029403939843177795
leadership_vs_support,female,articulate,0.08542863205075263
leadership_vs_support,female,upcycled,-0.04962397722993046
leadership_vs_support,female,obscure,0.06251705288887024
leadership_vs_support,female,nurturing,-0.0913273677229881
leadership_vs_support,female,universal,0.017940684407949437
leadership_vs_support,female,subjective,0.02753470770549027
leadership_vs_support,female,tibetan,-0.05570768369361758
leadership_vs_support,female,team,0.08667369261384011
leadership_vs_support,female,dominant,0.1695918783545494
leadership_vs_support,female,gifted,0.006955259293317806
leadership_vs_support,female,mass,0.04582618940621613
leadership_vs_support,female,sino,0.021876606566365808
leadership_vs_support,female,contextual,0.023312091501429683
leadership_vs_support,female,cross,0.027112925797700888
leadership_vs_support,female,thematic,0.06896416363306343
leadership_vs_support,female,eloquent,0.06699738446623088
leadership_vs_support,female,chronic,-0.005645047873258591
leadership_vs_support,female,engaged,0.026795421540737163
leadership_vs_support,female,driven,0.09246830940246584
leadership_vs_support,female,subtle,0.06488934829831122
leadership_vs_support,female,resourceful,0.008199486881494522
leadership_vs_support,female,handmade,-0.05918986974284053
leadership_vs_support,female,multicultural,0.042976029962301265
leadership_vs_support,female,adaptable,-0.021820807829499245
leadership_vs_support,female,managerial,0.09060537200421095
leadership_vs_support,female,midterm,0.07983609524089844
leadership_vs_support,female,joyful,-0.050909487716853635
